,URL's
322,https://timesofindia.indiatimes.com/home/education/news/haryana-board-class-12-hindi-paper-leaked-exam-cancelled/articleshow/90556323.cms
323,https://timesofindia.indiatimes.com/home/education/news/upsc-ese-prelims-2022-result-announced-at-upsc-gov-in-mains-on-june-26-download-result-pdf-here/articleshow/90561180.cms
324,https://timesofindia.indiatimes.com/home/education/news/preparations-in-place-for-pms-pariksha-pe-charcha/articleshow/90545507.cms
325,https://timesofindia.indiatimes.com/mostshared.cms
326,https://timesofindia.indiatimes.com/city/ahmedabad/bhatt-case-u-turn-by-complainant/articleshow/90579342.cms
327,https://timesofindia.indiatimes.com/city/delhi/janpath-hit-and-run-how-biscuits-for-children-cost-39-yr-old-his-life/articleshow/90578547.cms
328,https://timesofindia.indiatimes.com/tv/news/hindi/urfi-javed-farah-khan-ali-controversy-divyanka-tripathi-says-urfi-is-a-grown-up-individual-exclusive/articleshow/90570579.cms
329,https://timesofindia.indiatimes.com/mostcommented.cms
330,https://timesofindia.indiatimes.com/city/delhi/countrys-biggest-party-indulging-in-goondaism-says-delhi-cm-arvind-kejriwal-on-vandalism-outside-his-official-residence/articleshow/90561366.cms
331,https://timesofindia.indiatimes.com/india/finance-minister-blames-putins-war-upa-oil-bonds-for-fuel-price-hike/articleshow/90527587.cms
332,https://timesofindia.indiatimes.com/india/russia-wont-help-india-if-china-breaches-lac/articleshow/90579112.cms
333,https://timesofindia.indiatimes.com/mostread.cms
334,https://timesofindia.indiatimes.com/entertainment/telugu/movies/box-office/rrr-box-office-collection-day-6-ram-charan-and-jr-ntr-film-inches-towards-700-crores-worldwide/articleshow/90558606.cms
335,https://timesofindia.indiatimes.com/news
336,https://timesofindia.indiatimes.com/india/pm-modi-to-attend-first-in-person-quad-summit-to-be-hosted-by-biden-next-week/articleshow/86187822.cms
337,https://timesofindia.indiatimes.com/city/lucknow/pm-visit-to-bolster-bjps-efforts-to-woo-jats/articleshow/86184102.cms
338,https://timesofindia.indiatimes.com/world/south-asia/afghanistan-crisis-live-updates-sept-13/liveblog/86154670.cms
339,https://timesofindia.indiatimes.com/life-style/fashion/celeb-style/from-maggie-gyllenhaal-to-tracee-ellis-ross-hollywood-divas-who-wore-the-most-bizzare-outfits-at-oscars-2022/photostory/90503164.cms
340,https://timesofindia.indiatimes.com/life-style/parenting/pregnancy/signs-of-pregnancy-that-may-appear-before-a-missed-period/photostory/90495341.cms
341,https://timesofindia.indiatimes.com/life-style/books/web-stories/why-avid-readers-are-more-likely-to-be-successful/photostory/90516529.cms
342,https://timesofindia.indiatimes.com/life-style/parenting/web-stories/child-shaming-things-not-to-say-to-your-kids/photostory/90494388.cms
343,https://timesofindia.indiatimes.com/life-style/food-news/sugarless-desi-sweets-made-with-fresh-fruits/photostory/90521887.cms
344,https://indianexpress.com/
345,https://tamil.indianexpress.com/
346,https://bengali.indianexpress.com/
347,https://malayalam.indianexpress.com/
348,https://www.jansatta.com/
349,https://www.loksatta.com/
350,https://www.facebook.com/indianexpress
351,https://twitter.com/indianexpress
352,/
353,javascript:void(0);
354,/
355,/
356,/section/india/political-pulse/
357,/section/india/
358,/section/technology/
359,/section/cities/
360,/section/opinion/
361,/section/sports/ipl/
362,/section/entertainment/
363,/section/lifestyle/
364,/about/express-premium/
365,/videos/
366,/section/explained/
367,/audio/
368,/subscribe/?productName=2022_001_combo&groupName=combo
369,/login
370,javascript:void(0);
371,https://indianexpress.com/subscribe/?productName=2022_001_combo&groupName=combo&utm_source=editor
372,https://indianexpress.com/article/express-exclusive/ie100-the-most-powerful-indians-in-2022-7842489/
373,https://indianexpress.com/article/india/truss-jaishankar-faceoff-over-sanctions-most-russian-oil-buyers-in-europe-7846996/
374,https://indianexpress.com/article/explained/afspa-law-and-the-northeast-nagaland-manipur-assam-7846909/
375,https://indianexpress.com/article/india/if-china-breaches-lac-again-russia-wont-help-says-us-dy-nsa-7846848/
376,https://indianexpress.com/article/india/allahabad-hc-kashmir-students-bail-t20-world-cup-case-7846632/
377,https://indianexpress.com/article/india/such-a-film-should-not-have-been-cleared-for-screening-sharad-pawar-on-kashmir-files-7846977/
378,https://indianexpress.com/article/world/sri-lanka-economic-crisis-curfew-7847090/
379,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
380,https://indianexpress.com/
381,/section/cities/delhi/
382,/section/cities/mumbai/
383,/section/cities/pune/
384,/section/cities/bangalore/
385,/section/cities/chandigarh/
386,/section/cities/ahmedabad/
387,/section/cities/lucknow/
388,/section/cities/kolkata/
389,https://indianexpress.com/article/india/adiwasis-in-sukma-protest-ramayana-recitation-competition-writes-to-governor-7845419/
390,https://indianexpress.com/article/india/adiwasis-in-sukma-protest-ramayana-recitation-competition-writes-to-governor-7845419/
391,https://indianexpress.com/article/india/uk-foreign-secy-liz-truss-to-arrive-in-india-today-7845231/
392,https://indianexpress.com/article/india/uk-foreign-secy-liz-truss-to-arrive-in-india-today-7845231/
393,https://indianexpress.com/article/india/sc-asks-dghs-to-correct-anomalies-in-neet-pg-all-india-quota-counselling-7845308/
394,https://indianexpress.com/article/india/sc-asks-dghs-to-correct-anomalies-in-neet-pg-all-india-quota-counselling-7845308/
395,https://indianexpress.com/article/india/sariska-tiger-reserve-bees-smoke-steep-climb-an-uphill-task-to-control-fire-7845306/
396,https://indianexpress.com/article/india/sariska-tiger-reserve-bees-smoke-steep-climb-an-uphill-task-to-control-fire-7845306/
397,https://indianexpress.com/article/india/sariska-tiger-reserve-not-fire-prone-but-burned-despite-early-warnings-7845301/
398,https://indianexpress.com/article/india/sariska-tiger-reserve-not-fire-prone-but-burned-despite-early-warnings-7845301/
399,https://indianexpress.com/article/india/pm-speaks-to-rajasthan-cm-offers-all-help-to-douse-blaze-7845298/
400,https://indianexpress.com/article/india/pm-speaks-to-rajasthan-cm-offers-all-help-to-douse-blaze-7845298/
401,https://indianexpress.com/article/india/5-questions-arun-kumar-sagar-bjp-mp-from-uttar-pradeshs-shahjahanpur-7845289/
402,https://indianexpress.com/article/india/5-questions-arun-kumar-sagar-bjp-mp-from-uttar-pradeshs-shahjahanpur-7845289/
403,https://indianexpress.com/article/india/bjp-encashing-valour-of-ex-servicemen-for-politics-later-forgets-them-congress-7845283/
404,https://indianexpress.com/article/india/bjp-encashing-valour-of-ex-servicemen-for-politics-later-forgets-them-congress-7845283/
405,https://indianexpress.com/article/india/rs-members-seek-answers-on-plan-for-mp-quota-in-kvs-7845281/
406,https://indianexpress.com/article/india/rs-members-seek-answers-on-plan-for-mp-quota-in-kvs-7845281/
407,https://indianexpress.com/article/india/ls-clears-bill-to-amend-chartered-accountancy-cost-accountancy-company-secretary-laws-7845278/
408,https://indianexpress.com/article/india/ls-clears-bill-to-amend-chartered-accountancy-cost-accountancy-company-secretary-laws-7845278/
409,https://indianexpress.com/article/india/uproar-in-lok-sabha-as-tmc-mp-alleges-misuse-of-central-agencies-7845272/
410,https://indianexpress.com/article/india/uproar-in-lok-sabha-as-tmc-mp-alleges-misuse-of-central-agencies-7845272/
411,https://indianexpress.com/article/india/no-intention-to-make-social-media-users-verification-a-must-govt-7845268/
412,https://indianexpress.com/article/india/no-intention-to-make-social-media-users-verification-a-must-govt-7845268/
413,https://indianexpress.com/article/india/lok-sabha-passes-mcd-bill-shah-says-bjp-workers-not-afraid-7845259/
414,https://indianexpress.com/article/india/lok-sabha-passes-mcd-bill-shah-says-bjp-workers-not-afraid-7845259/
415,https://indianexpress.com/article/india/german-nsa-turmoil-if-countries-define-geography-through-history-7845221/
416,https://indianexpress.com/article/india/german-nsa-turmoil-if-countries-define-geography-through-history-7845221/
417,https://indianexpress.com/article/india/sale-of-20th-tranche-of-electoral-bonds-to-begin-on-april-1-7844867/
418,https://indianexpress.com/article/india/sale-of-20th-tranche-of-electoral-bonds-to-begin-on-april-1-7844867/
419,https://indianexpress.com/article/india/kerala/kerala-seek-us-support-higher-education-sector-centres-of-excellence-7845000/
420,https://indianexpress.com/article/india/kerala/kerala-seek-us-support-higher-education-sector-centres-of-excellence-7845000/
421,https://indianexpress.com/article/india/rajya-sabha-passes-bill-remove-bhogta-caste-sc-list-7844961/
422,https://indianexpress.com/article/india/rajya-sabha-passes-bill-remove-bhogta-caste-sc-list-7844961/
423,https://indianexpress.com/article/india/govt-announces-merger-of-film-bodies-under-nfdc-7844945/
424,https://indianexpress.com/article/india/govt-announces-merger-of-film-bodies-under-nfdc-7844945/
425,https://indianexpress.com/article/india/political-pulse/aap-jammu-presence-doda-rally-rivals-take-note-watch-ranks-7844909/
426,https://indianexpress.com/article/india/political-pulse/aap-jammu-presence-doda-rally-rivals-take-note-watch-ranks-7844909/
427,https://indianexpress.com/article/india/political-pulse/west-bengal-tmc-narendranath-chakraborty-asansol-by-poll-campaign-ban-7844941/
428,https://indianexpress.com/article/india/political-pulse/west-bengal-tmc-narendranath-chakraborty-asansol-by-poll-campaign-ban-7844941/
429,https://indianexpress.com/article/india/polls-in-jk-after-delimitation-exercise-amit-shah-7844948/
430,https://indianexpress.com/article/india/polls-in-jk-after-delimitation-exercise-amit-shah-7844948/
431,https://indianexpress.com/article/india/india-news-india/pm-led-ccs-approves-procurement-of-15-light-combat-helicopters-7844856/
432,https://indianexpress.com/article/india/india-news-india/pm-led-ccs-approves-procurement-of-15-light-combat-helicopters-7844856/
433,https://indianexpress.com/article/india/political-pulse/top-odisha-officers-opposition-fire-naveen-patnaik-7844853/
434,https://indianexpress.com/article/india/political-pulse/top-odisha-officers-opposition-fire-naveen-patnaik-7844853/
435,https://indianexpress.com/article/india/govt-does-intend-make-social-media-users-verification-mandatory-minister-7844617/
436,https://indianexpress.com/article/india/govt-does-intend-make-social-media-users-verification-mandatory-minister-7844617/
437,https://indianexpress.com/article/india/kerala/kerala-new-liquor-policy-manufacturing-availability-7844564/
438,https://indianexpress.com/article/india/kerala/kerala-new-liquor-policy-manufacturing-availability-7844564/
439,https://indianexpress.com/section/india/page/2/
440,https://indianexpress.com/section/india/page/1/
441,https://indianexpress.com/section/india/page/2/
442,https://indianexpress.com/section/india/page/4/
443,https://indianexpress.com/section/india/page/5/
444,https://indianexpress.com/section/india/page/11790/
445,https://indianexpress.com/section/india/page/4/
446,https://indianexpress.com/article/india/parliament-live-updates-nirmala-sitharaman-amit-shah-lok-sabha-rajya-sabha-7847191/
447,https://indianexpress.com/article/cities/delhi/delhi-news-live-updates-weather-traffic-covid-19-7847201/
448,https://indianexpress.com/article/cities/chennai/chennai-news-live-updates-stalin-delhi-visit-traffic-gcc-covid-dmk-aiadmk-7847124/
449,https://indianexpress.com/article/pakistan/imran-khan-trust-vote-live-updates-7844466/
450,https://indianexpress.com/meta-stories-of-strength-2022/
451,https://indianexpress.com/events/migration-in-india/
452,https://indianexpress.com/article/cities/bangalore/hijab-temple-bans-halal-boycott-campaign-karnataka-7847914/
453,https://indianexpress.com/section/cities/
454,https://indianexpress.com/article/cities/bangalore/hijab-temple-bans-halal-boycott-campaign-karnataka-7847914/
455,https://indianexpress.com/article/india/russia-ukraine-crisis-india-jaishankar-sergey-lavrov-meet-7847735/
456,https://indianexpress.com/article/india/russia-ukraine-crisis-india-jaishankar-sergey-lavrov-meet-7847735/
457,https://indianexpress.com/article/entertainment/movie-review/attack-movie-review-john-abraham-does-all-the-heavy-lifting-7847456/
458,https://indianexpress.com/section/entertainment/
459,https://indianexpress.com/article/entertainment/movie-review/attack-movie-review-john-abraham-does-all-the-heavy-lifting-7847456/
460,https://indianexpress.com/article/entertainment/movie-review/kaun-pravin-tambe-movie-review-shreyas-talpade-hotstar-film-7845912/
461,https://indianexpress.com/section/entertainment/
462,https://indianexpress.com/article/entertainment/movie-review/kaun-pravin-tambe-movie-review-shreyas-talpade-hotstar-film-7845912/
463,https://indianexpress.com/article/trending/trending-in-india/netizens-amused-to-find-iit-iim-shaadi-founder-not-from-either-institute-7847348/
464,https://indianexpress.com/section/trending/
465,https://indianexpress.com/article/trending/trending-in-india/netizens-amused-to-find-iit-iim-shaadi-founder-not-from-either-institute-7847348/
466,https://indianexpress.com/article/trending/trending-globally/shanghai-robo-dog-patrols-empty-streets-during-covid-lockdown-7847764/
467,https://indianexpress.com/section/trending/
468,https://indianexpress.com/article/trending/trending-globally/shanghai-robo-dog-patrols-empty-streets-during-covid-lockdown-7847764/
469,https://indianexpress.com/article/sports/ipl/ipl-2022-gautam-gambhir-ms-dhoni-lsg-vs-csk-match-7847559/
470,https://indianexpress.com/section/sports/
471,https://indianexpress.com/article/sports/ipl/ipl-2022-gautam-gambhir-ms-dhoni-lsg-vs-csk-match-7847559/
472,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
473,https://indianexpress.com/section/sports/
474,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
475,https://indianexpress.com/article/opinion/columns/with-another-pm-exit-army-shows-it-reigns-supreme-pakistan-7846829/
476,https://indianexpress.com/section/opinion/
477,https://indianexpress.com/article/opinion/columns/with-another-pm-exit-army-shows-it-reigns-supreme-pakistan-7846829/
478,https://indianexpress.com/article/explained/imran-khan-no-confidence-vote-pakistan-assembly-numbers-7847683/
479,https://indianexpress.com/article/explained/imran-khan-no-confidence-vote-pakistan-assembly-numbers-7847683/
480,https://indianexpress.com/article/lifestyle/health/miss-universe-harnaaz-sandhu-celiac-disease-gluten-intolerance-sensitivity-autoimmune-disorder-7847661/
481,https://indianexpress.com/section/lifestyle/
482,https://indianexpress.com/article/lifestyle/health/miss-universe-harnaaz-sandhu-celiac-disease-gluten-intolerance-sensitivity-autoimmune-disorder-7847661/
483,https://indianexpress.com/article/technology/tech-reviews/oneplus-10-pro-5g-review-7845936/
484,https://indianexpress.com/section/technology/
485,https://indianexpress.com/article/technology/tech-reviews/oneplus-10-pro-5g-review-7845936/
486,https://indianexpress.com/article/sports/ipl/ipl-2022-gautam-gambhir-ms-dhoni-lsg-vs-csk-match-7847559/
487,https://indianexpress.com/section/sports/
488,https://indianexpress.com/article/sports/ipl/ipl-2022-gautam-gambhir-ms-dhoni-lsg-vs-csk-match-7847559/
489,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
490,https://indianexpress.com/section/sports/
491,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
492,https://indianexpress.com/article/sports/ipl/lsg-v-csk-evin-lewis-the-poker-faced-assassin-bishnoi-the-zid-zap-zoom-bowler-dushmanthas-fielding-woes-7846911/
493,https://indianexpress.com/section/sports/
494,https://indianexpress.com/article/sports/ipl/lsg-v-csk-evin-lewis-the-poker-faced-assassin-bishnoi-the-zid-zap-zoom-bowler-dushmanthas-fielding-woes-7846911/
495,https://indianexpress.com/article/technology/tech-reviews/oneplus-10-pro-5g-review-7845936/
496,https://indianexpress.com/section/technology/
497,https://indianexpress.com/article/technology/tech-reviews/oneplus-10-pro-5g-review-7845936/
498,https://indianexpress.com/article/technology/tech-reviews/samsung-galaxy-f23-5g-review-7847824/
499,https://indianexpress.com/section/technology/
500,https://indianexpress.com/article/technology/tech-reviews/samsung-galaxy-f23-5g-review-7847824/
501,https://indianexpress.com/article/technology/science/what-determines-pest-occurrence-in-an-area-heres-what-this-study-showed-7847526/
502,https://indianexpress.com/section/technology/
503,https://indianexpress.com/article/technology/science/what-determines-pest-occurrence-in-an-area-heres-what-this-study-showed-7847526/
504,https://indianexpress.com/article/lifestyle/health/miss-universe-harnaaz-sandhu-celiac-disease-gluten-intolerance-sensitivity-autoimmune-disorder-7847661/
505,https://indianexpress.com/section/lifestyle/
506,https://indianexpress.com/article/lifestyle/health/miss-universe-harnaaz-sandhu-celiac-disease-gluten-intolerance-sensitivity-autoimmune-disorder-7847661/
507,https://indianexpress.com/article/trending/trending-in-india/netizens-amused-to-find-iit-iim-shaadi-founder-not-from-either-institute-7847348/
508,https://indianexpress.com/section/trending/
509,https://indianexpress.com/article/trending/trending-in-india/netizens-amused-to-find-iit-iim-shaadi-founder-not-from-either-institute-7847348/
510,https://indianexpress.com/article/trending/trending-globally/shanghai-robo-dog-patrols-empty-streets-during-covid-lockdown-7847764/
511,https://indianexpress.com/section/trending/
512,https://indianexpress.com/article/trending/trending-globally/shanghai-robo-dog-patrols-empty-streets-during-covid-lockdown-7847764/
513,https://indianexpress.com/article/trending/trending-globally/famous-ukraine-cat-raises-money-to-help-other-animals-7847613/
514,https://indianexpress.com/section/trending/
515,https://indianexpress.com/article/trending/trending-globally/famous-ukraine-cat-raises-money-to-help-other-animals-7847613/
516,https://indianexpress.com/article/trending/trending-globally/netizens-divided-over-dysons-latest-air-purifying-headphones-7846569/
517,https://indianexpress.com/section/trending/
518,https://indianexpress.com/article/trending/trending-globally/netizens-divided-over-dysons-latest-air-purifying-headphones-7846569/
519,https://indianexpress.com/article/trending/trending-globally/activists-put-shoes-outside-georgias-parliament-to-remember-children-who-died-in-ukraine-war-7846501/
520,https://indianexpress.com/section/trending/
521,https://indianexpress.com/article/trending/trending-globally/activists-put-shoes-outside-georgias-parliament-to-remember-children-who-died-in-ukraine-war-7846501/
522,/latest-news/
523,https://indianexpress.com/article/business/sponsored-business/airtel-and-the-tale-of-working-from-two-cities-7846858/
524,https://indianexpress.com/article/business/sponsored-business/airtel-and-the-tale-of-working-from-two-cities-7846858/
525,https://indianexpress.com/article/india/ex-ips-officers-hail-centres-efforts-in-combating-maoist-violence-7846823/
526,https://indianexpress.com/article/india/ex-ips-officers-hail-centres-efforts-in-combating-maoist-violence-7846823/
527,https://indianexpress.com/article/cities/jaipur/rajasthan-doctors-suicide-complaint-bjp-leader-held-7846701/
528,https://indianexpress.com/article/cities/jaipur/rajasthan-doctors-suicide-complaint-bjp-leader-held-7846701/
529,https://indianexpress.com/article/lifestyle/destination-of-the-week/international-tourists-flock-back-to-new-york-with-one-big-exception-7846494/
530,https://indianexpress.com/article/lifestyle/destination-of-the-week/international-tourists-flock-back-to-new-york-with-one-big-exception-7846494/
531,https://indianexpress.com/article/cities/hyderabad/navy-best-marching-contingent-trophy-republic-day-parade-7846810/
532,https://indianexpress.com/article/cities/hyderabad/navy-best-marching-contingent-trophy-republic-day-parade-7846810/
533,https://indianexpress.com/article/sports/football/premier-league-teams-agree-to-5-subs-starting-next-season-7846819/
534,https://indianexpress.com/article/sports/football/premier-league-teams-agree-to-5-subs-starting-next-season-7846819/
535,https://indianexpress.com/article/cities/bangalore/enforcement-directorate-attaches-244-cr-properties-amanath-bank-fraud-case-7846805/
536,https://indianexpress.com/article/cities/bangalore/enforcement-directorate-attaches-244-cr-properties-amanath-bank-fraud-case-7846805/
537,https://indianexpress.com/article/world/biden-release-one-million-barrels-oil-ease-pump-prices-7846798/
538,https://indianexpress.com/article/world/biden-release-one-million-barrels-oil-ease-pump-prices-7846798/
539,https://indianexpress.com/article/north-east-india/tripura/tripura-bjp-rajya-sabha-member-manik-saha-7846807/
540,https://indianexpress.com/article/north-east-india/tripura/tripura-bjp-rajya-sabha-member-manik-saha-7846807/
541,https://indianexpress.com/article/india/political-pulse/family-feud-back-sidelined-shivpal-looks-out-7846788/
542,https://indianexpress.com/article/india/political-pulse/family-feud-back-sidelined-shivpal-looks-out-7846788/
543,javascript:void(0);
544,/
545,/section/world/
546,/section/india/
547,/section/north-east-india/
548,/section/north-east-india/arunachal-pradesh/
549,/section/north-east-india/assam/
550,/section/north-east-india/manipur/
551,/section/north-east-india/meghalaya/
552,/section/north-east-india/mizoram/
553,/section/north-east-india/nagaland/
554,/section/north-east-india/tripura/
555,/photos/
556,/photos/entertainment-gallery/
557,/photos/sports-gallery/
558,/photos/india-news/
559,/photos/lifestyle-gallery/
560,/photos/trending-gallery/
561,/photos/technology-gallery/
562,/photos/photo-archives/
563,/videos/
564,/videos/explained-video/
565,/videos/tech-video/
566,/videos/entertainment-video/
567,/videos/lifestyle-video/
568,/videos/food-video/
569,/videos/sports-video/
570,/videos/auto-video/
571,/videos/idea-exchange-video/
572,/videos/news-video/
573,/audio/
574,/audio/3-things/
575,/audio/express-sports/
576,/audio/water-an-indian-express-series/
577,/audio/likh-the-process/
578,/audio/metro-food-hoppers/
579,/audio/the-sandip-roy-show/
580,/audio/talking-books/
581,/audio/what-to-watch-this-weekend/
582,/section/opinion/
583,/section/explained/
584,/section/delhi-confidential/
585,/astrotype/daily/
586,/express-plus/today-newsstand/
587,https://indianexpress.com/todays-paper/
588,/section/express-sunday-eye/
589,/section/entertainment/
590,/section/entertainment/bollywood/
591,/section/entertainment/hollywood/
592,/section/entertainment/television/
593,/section/entertainment/music/
594,/section/entertainment/movie-review/
595,/section/entertainment/regional/
596,/section/entertainment/tamil/
597,/section/entertainment/telugu/
598,/section/entertainment/malayalam/
599,/section/entertainment/bollywood/box-office-collection/
600,/section/entertainment/web-series/
601,/section/what-is/
602,/section/who-is/
603,/section/when-is/
604,/section/how-to/
605,/section/research/
606,/section/gender/
607,/section/sports/
608,/olympics/
609,/about/t20-world-cup/
610,/section/sports/badminton/
611,/section/sports/cricket/
612,/section/sports/football/
613,/section/fifa/
614,/section/sports/hockey/
615,/section/sports/motor-sport/
616,/section/sports/tennis/
617,/section/sports/wwe-wrestling/
618,/section/technology/
619,/section/technology/
620,/section/mobile-tabs/
621,/section/gadgets/
622,/section/science/
623,/section/tech-reviews/
624,/section/social/
625,/section/tech-news-technology/
626,/section/lifestyle/
627,/section/lifestyle/books/
628,/section/lifestyle/fashion/
629,/section/lifestyle/food-wine/
630,/section/lifestyle/health/
631,/section/lifestyle/fitness/
632,/section/lifestyle/art-and-culture/
633,/section/lifestyle/workplace/
634,/section/auto-travel/
635,/section/trending/
636,/section/trending/trending-in-india/
637,/section/trending/trending-globally/
638,/section/trending/viral-videos-trending/
639,/section/trending/bizarre/
640,/section/trending/voice/
641,/parenting/
642,/parenting/nutrition/
643,/parenting/health-fitness/
644,/parenting/learning/
645,/parenting/family/
646,/parenting/blog/
647,/parenting/events-things-to-do/
648,/section/cities/
649,/section/cities/ahmedabad/
650,/section/cities/bangalore/
651,/section/cities/chandigarh/
652,/section/cities/chennai/
653,/section/cities/delhi/
654,/section/cities/jaipur/
655,/section/cities/kolkata/
656,/section/cities/lucknow/
657,/section/cities/ludhiana/
658,/section/cities/mumbai/
659,/section/cities/pune/
660,/section/jobs/
661,/section/jobs/bank-jobs/
662,/section/jobs/defence-jobs/
663,/section/jobs/psu-jobs/
664,/section/jobs/railway-jobs/
665,/section/jobs/civil-services-ias-upsc-jobs/
666,/section/jobs/teachers-jobs/
667,/section/jobs/staff-selection-commission-ssc/
668,/section/business/
669,/section/business/aviation/
670,/section/business/banking-and-finance/
671,/section/business/budget/
672,/section/business/business-others/
673,/section/business/companies/
674,/section/business/economy/
675,/section/business/market/
676,/section/education/
677,/section/education/students-voice/
678,/section/education/study-abroad/
679,/elections/
680,/brand-solutions/
681,https://indianexpress.com/section/horoscope/
682,https://indianexpress.com/section/india/
683,https://eureka.indianexpress.com/video/art-craft/
684,https://eureka.indianexpress.com/video/fitness/
685,https://eureka.indianexpress.com/video/dance/
686,https://indianexpress.com/section/upsc-current-affairs/
687,https://indianexpress.com/section/sports/ipl
688,https://indianexpress.com/article/world/russia-ukraine-war-live-updates-putin-nato-zelenskyy-biden-donetsk-luhansk-kyiv-7843547/
689,https://indianexpress.com/article/cities/delhi/delhi-news-live-updates-weather-traffic-covid-19-7847201/
690,https://indianexpress.com/article/education/pariksha-pe-charcha-2022-live-updates-pm-modi-students-speech-exam-stress-7846713/
691,https://indianexpress.com/article/world/sri-lanka-economic-crisis-protests-mk-stalin-tamil-refugees-7847136/
692,https://indianexpress.com/article/cities/mumbai/mumbai-news-live-politics-traffic-pollution-crime-7845455/
693,https://indianexpress.com/article/cities/chennai/chennai-news-live-updates-stalin-delhi-visit-traffic-gcc-covid-dmk-aiadmk-7847124/
694,https://indianexpress.com/article/cities/bangalore/karnataka-bengaluru-news-live-updates-hijab-row-basavaraj-bommai-halal-controversy-petrol-price-7847146/
695,https://indianexpress.com/article/india/parliament-live-updates-nirmala-sitharaman-amit-shah-lok-sabha-rajya-sabha-7847191/
696,https://www.facebook.com/indianexpress
697,https://twitter.com/indianexpress
698,https://www.linkedin.com/company/indian-express/
699,https://www.instagram.com/indianexpress/
700,https://play.google.com/store/apps/details?id=com.indianexpress.android&hl=en
701,https://itunes.apple.com/us/app/the-indian-express/id506351833?mt=8
702,https://indianexpress.com/
703,https://tamil.indianexpress.com/
704,https://www.financialexpress.com/
705,https://bengali.indianexpress.com/
706,https://www.loksatta.com/
707,https://malayalam.indianexpress.com/
708,https://www.jansatta.com/
709,https://www.inuth.com/
710,https://expressgroup.indianexpress.com/
711,https://www.myinsuranceclub.com/
712,https://indianexpress.com/newsletters/
713,https://indianexpress.com/26-11/
714,https://rngfoundation.com/awards/
715,https://eureka.indianexpress.com/
716,https://www.lighthousejournalism.com/
717,/terms-and-conditions/
718,/privacy-policy/
719,https://expressgroup.indianexpress.com/advertise.html
720,https://indianexpress.com/brand-solutions/
721,/contact-us/
722,http://subscribe.indianexpress.com/
723,https://indianexpress.com/article/what-is/what-is-the-protection-of-children-from-sexual-offences-act-2012/
724,https://indianexpress.com/article/india/code-of-ethics-for-digital-news-websites-6758543/
725,https://expressgroup.indianexpress.com/corporate-social-responsibility.html
726,https://vip.wordpress.com/?utm_source=vip_powered_wpcom&utm_medium=web&utm_campaign=VIP%20Footer%20Credit&utm_term=indianexpress.com
727,https://indianexpress.com/
728,https://tamil.indianexpress.com/
729,https://bengali.indianexpress.com/
730,https://malayalam.indianexpress.com/
731,https://www.jansatta.com/
732,https://www.loksatta.com/
733,https://www.facebook.com/indianexpress
734,https://twitter.com/indianexpress
735,/
736,javascript:void(0);
737,/
738,/
739,/section/india/political-pulse/
740,/section/india/
741,/section/technology/
742,/section/cities/
743,/section/opinion/
744,/section/sports/ipl/
745,/section/entertainment/
746,/section/lifestyle/
747,/about/express-premium/
748,/videos/
749,/section/explained/
750,/audio/
751,/subscribe/?productName=2022_001_combo&groupName=combo
752,/login
753,javascript:void(0);
754,https://indianexpress.com/subscribe/?productName=2022_001_combo&groupName=combo&utm_source=editor
755,https://indianexpress.com/article/express-exclusive/ie100-the-most-powerful-indians-in-2022-7842489/
756,https://indianexpress.com/article/india/truss-jaishankar-faceoff-over-sanctions-most-russian-oil-buyers-in-europe-7846996/
757,https://indianexpress.com/article/explained/afspa-law-and-the-northeast-nagaland-manipur-assam-7846909/
758,https://indianexpress.com/article/india/if-china-breaches-lac-again-russia-wont-help-says-us-dy-nsa-7846848/
759,https://indianexpress.com/article/india/allahabad-hc-kashmir-students-bail-t20-world-cup-case-7846632/
760,https://indianexpress.com/article/india/such-a-film-should-not-have-been-cleared-for-screening-sharad-pawar-on-kashmir-files-7846977/
761,https://indianexpress.com/article/world/sri-lanka-economic-crisis-curfew-7847090/
762,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
763,https://indianexpress.com/
764,/section/cities/delhi/
765,/section/cities/mumbai/
766,/section/cities/pune/
767,/section/cities/bangalore/
768,/section/cities/chandigarh/
769,/section/cities/ahmedabad/
770,/section/cities/lucknow/
771,/section/cities/kolkata/
772,https://indianexpress.com/article/india/govt-sends-team-to-evict-chirag-paswan-from-bungalow-allotted-to-railway-minister-7844495/
773,https://indianexpress.com/article/india/govt-sends-team-to-evict-chirag-paswan-from-bungalow-allotted-to-railway-minister-7844495/
